epoch,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.5010437369346619,0.4997296929359436,3.144627094268799,0.49993306398391724,0.9192615151405334,0.28133827447891235,0.49445033073425293,2.1746723651885986,0.28133827447891235,1.0
1,0.4990783929824829,0.5087975859642029,2.1425857543945312,0.4988270103931427,0.9956870079040527,0.28133827447891235,0.5052973031997681,2.0523407459259033,0.28133827447891235,1.0
2,0.4982796609401703,0.49872544407844543,2.0526716709136963,0.49861446022987366,0.9970446825027466,0.28133827447891235,0.49361997842788696,2.0728888511657715,0.28133827447891235,1.0
3,0.49932417273521423,0.5038610100746155,1.9925236701965332,0.49932315945625305,0.9985234141349792,0.28133827447891235,0.5033918023109436,2.0106635093688965,0.28133827447891235,1.0
